No.,Name,Title Line 1,Title Line 2,Title Scale
65,定点侦测器,定点侦测器,,1.543876923
66,墨汁陷阱,墨汁陷阱,,1.929846154
67,毒雾,毒雾,,3.859692308
68,标线器,标线器,,2.573128205
69,鱼雷,鱼雷,,3.859692308
70,洒墨器,终极发射,,1.929846154
71,巨大防护罩,巨大防护罩,,1.543876923
72,洒墨器,触手喷射,,1.929846154
73,桶装旋转枪,多重导弹,,1.929846154
74,墨雨云,墨雨云,,2.573128205
75,桶装旋转枪,赞气弹,,2.573128205
76,弹跳声呐,弹跳声呐,,1.929846154
77,吸墨机,吸墨机,,2.573128205
78,桶装旋转枪,喇叭镭射5.1ch,,1.133501035
79,喷射背包,喷射背包,,1.929846154
80,洒墨器,终极印章,,1.929846154
81,螃蟹坦克,螃蟹坦克,,1.929846154
82,鲨鱼坐骑,鲨鱼坐骑,,1.929846154
83,三重龙卷风,三重龙卷风,,1.543876923
84,能量站,能量站,,2.573128205
85,武器子,武器子,,2.573128205
86,螺螺,螺螺,,3.859692308
87,花笠,花笠,,3.859692308
88,椰子蟹先生,椰子蟹先生,,1.543876923
89,脉子,脉子,,3.859692308
90,巨大防护罩,刺冠,,3.859692308
91,熊先生,熊先生,,2.573128205
92,阿母,阿母,,3.859692308
93,小鲑鱼,小鲑鱼,,2.573128205
94,鱼干,鱼干,,3.859692308
95,司令,司令,,3.859692308
96,小拟,小拟,,3.859692308
97,小萤,小萤,,3.859692308
98,莎莎,莎莎,,3.859692308
99,曼曼,曼曼,,3.859692308
100,鬼福,鬼福,,3.859692308
101,评审,评审,,3.859692308
102,小鲑鱼,小评审,,2.573128205
103,战斗鱿鱼,战斗鱿鱼,,1.929846154
104,钢铁先锋,钢铁先锋,,1.929846154
105,海月,海月,,3.859692308
106,罗肯贝格,罗肯贝格,,1.929846154
107,泽酷,泽酷,,3.859692308
108,锻品,锻品,,3.859692308
109,暖流,暖流,,3.859692308
110,帆立,帆立,,3.859692308
111,寺门,寺门,,3.859692308
112,时雨,时雨,,3.859692308
113,艾洛眼,艾洛眼,,2.573128205
114,暇古,暇古,,3.859692308
115,无法无天,无法无天,,1.929846154
116,鱿皇,鱿皇,,3.859692308
117,剑尖鱿,剑尖鱿,,2.573128205
118,散寿司,散寿司,,2.573128205
119,七轮,七轮,,3.859692308
120,章鱼螺旋桨兵,章鱼兵,,2.573128205
121,盾牌章鱼兵,盾牌章鱼兵,,1.543876923
122,强化章鱼兵,强化章鱼兵,,1.543876923
123,章鱼弹跳兵,章鱼弹跳兵,,1.543876923
124,章鱼弹舱兵,章鱼螺旋桨兵,,1.286564103
125,炸弹章鱼螺旋桨兵,炸弹章鱼螺旋桨兵,,0.9649230769
126,章鱼镜球兵,章鱼镜球兵,,1.543876923
127,章鱼弹舱兵,章鱼弹舱兵,,1.543876923
128,章鱼弹舱兵,大容量章鱼弹舱兵,,0.9649230769
129,章鱼溜兵,章鱼溜兵,,1.929846154
130,章鱼狙击兵,章鱼狙击兵,,1.543876923
131,章鱼指挥官,章鱼指挥官,,1.543876923
132,章鱼导弹兵,章鱼导弹兵,,1.543876923
133,章鱼弹舱兵,章鱼柏林号,,1.543876923
134,吸墨器,吸墨器,,2.573128205
135,章鱼印章兵,章鱼印章兵,,1.543876923
136,波动章鱼印章兵,波动章鱼印章兵,,1.102769231
137,章鱼推进洒墨机,章鱼推进洒墨机,,1.102769231
138,章鱼螺旋桨兵,章鱼保龄球兵,,1.286564103
139,DJ芥末章鱼将军,章鱼女战士,,1.543876923
140,DJ芥末章鱼将军,DJ芥末章鱼将军,,1.042276013
141,鲑鱼,鲑鱼,,3.859692308
142,大胖鱼,大胖鱼,,2.573128205
143,拾蛋鱼,拾蛋鱼,,2.573128205
144,炸弹鱼,炸弹鱼,,2.573128205
145,蛇鱼,蛇鱼,,3.859692308
146,铁板鱼,铁板鱼,,2.573128205
147,高塔鱼,高塔鱼,,2.573128205
148,鼹鼠鱼,鼹鼠鱼,,2.573128205
149,蝙蝠鱼,蝙蝠鱼,,2.573128205
150,垫肩飞鱼,垫肩飞鱼,,1.929846154
151,柱鱼,柱鱼,,3.859692308
152,潜水鱼,潜水鱼,,2.573128205
153,锅盖鱼,锅盖鱼,,2.573128205
154,铁球鱼,铁球鱼,,2.573128205
155,金鲑鱼,金鲑鱼,,2.573128205
156,烤架鱼,烤架鱼,,2.573128205
157,走私鱼,走私鱼,,2.573128205
158,泥鲑鱼,泥鲑鱼,,2.573128205
159,电池鲶鱼,电池鲶鱼,,1.929846154
160,真格塔楼,真格塔楼,,1.929846154
161,真格鱼虎,真格鱼虎,,1.929846154
162,真格蛤蜊,真格蛤蜊,,1.929846154
163,枫叶射击枪,枫叶射击枪,,1.543876923
164,专业模型枪RG,专业模型枪RG,,1.189794259
165,斯普拉射击枪 联名,斯普拉射击枪 联名,,0.91379294
166,顶尖射击枪 联名,顶尖射击枪 联名,,1.036488678
167,太空射击枪,太空射击枪,,1.543876923
168,新星爆破枪 新型,新星爆破枪 新型,,1.036488678
169,碳纤维滚筒 装饰,碳纤维滚筒 装饰,,1.036488678
170,宽滚筒,宽滚筒,,2.573128205
171,巴勃罗·新艺术,巴勃罗·新艺术,,1.180656273
172,R-PEN/5H,R-PEN/5H,,1.513806201
173,飞溅泼桶 装饰,飞溅泼桶 装饰,,1.197243654
174,斯普拉旋转枪 联名,斯普拉旋转枪 联名,,0.91379294
175,溅镀枪·新艺术,溅镀枪·新艺术,,1.180656273
176,广域标记枪 新型,广域标记枪 新型,,1.036488678
177,窄域标记枪 新型,窄域标记枪 新型,,1.036488678
178,N-ZAP89,N-ZAP89,,1.608741868
179,.96加仑 装饰,.96加仑 装饰,,1.240702876
180,喷射清洁枪 改装,喷射清洁枪 改装,,1.036488678
181,冲涂爆破枪 新型,冲涂爆破枪 新型,,1.036488678
182,快速爆破枪 装饰,快速爆破枪 装饰,,1.036488678
183,L3卷管枪D,L3卷管枪D,,1.57595888
184,斯普拉滚筒 联名,斯普拉滚筒 联名,,1.036488678
185,斯普拉蓄力狙击枪 联名,斯普拉蓄力狙击枪 联名,,0.7388646656
186,斯普拉准星枪 联名,斯普拉准星枪 联名,,0.91379294
187,洗笔桶·新艺术,洗笔桶·新艺术,,1.180656273
188,帝王鱿鱼,帝王鱿鱼,,1.929846154
189,诱饵烟花,诱饵烟花,,1.929846154
190,豆豆武器子&粒粒武器子,豆豆武器子&粒粒武器子,,0.7148800315
191,小葵,小葵,,3.859692308
192,越前,越前,,3.859692308
193,竹荚雄,竹荚雄,,2.573128205
194,丹尼,丹尼,,3.859692308
195,黑帮舞者 曼曼,黑帮舞者,曼曼,1.929846154
196,鲨鱼操作者 莎莎,鲨鱼操作者,莎莎,1.543876923
197,神奇生物 鬼福,神奇生物,鬼福,1.929846154
198,泽酷暖流,泽酷暖流,,1.929846154
