No.,Name,Title Line 1,Title Line 2,Title Scale
137,Oktofluter,Oktofluter,,1.296028815
138,Oktokopter,Oktokugler,,1.229370356
139,DJ Oktario,Oktoling,,1.618497634
140,DJ Oktario,DJ,Oktario,1.852388406
141,Salmo,Salmo,,2.359936328
142,Brocken,Brocken,,1.735905797
143,Samko,Samko,,2.178913217
144,Bäm,Bäm,,3.363544537
145,Staal,Staal,,2.65661516
146,Pfanndit,Pfanndit,,1.577147847
147,Stapla,Stapla,,2.184605608
148,Grablax,Grablax,,1.792666654
149,Regnar,Regnar,,1.933535214
150,Rakzak,Rakzak,,1.958164762
151,Mobelisk,Mobelisk,,1.563622324
152,Sturm-reifer,Sturm-,reifer,2.011417632
153,Deckler,Deckler,,1.816760506
154,Kanonya,Kanonya,,1.584038798
155,Goldie,Goldie,,2.220492424
156,Killgrill,Killgrill,,1.84704326
157,Mutter-schiff,Mutter-,schiff,1.736674982
158,Schlämmer-maul,Schlämmer-,maul,1.182281394
159,Elektro-wels,Elektro-,wels,1.739903073
160,Turm,Turm,,2.654478781
161,Goldfisch-kanone,Goldfisch-,kanone,1.36365671
162,Power-muschel,Power-,muschel,1.676871529
163,Junior-Kleckser Plus,Junior-,Kleckser Plus,1.008085055
164,Airbrush RG,Airbrush,RG,1.598043944
165,Tentatek-Kleckser,Tentatek-,Kleckser,1.361200079
166,Focus-Profi-Kleckser,Focus-Profi-,Kleckser,1.153195952
167,Kosmo-Kleckser,Kosmo-,Kleckser,1.583839055
168,Luna-Blaster Neo,Luna-,Blaster Neo,1.174554204
169,Karbon-roller Deko,Karbon-,roller Deko,1.257645245
170,Breitroller,Breitroller,,1.322788867
171,Quasto Fresco,Quasto,Fresco,1.993009863
172,R-BLR/5H,R-BLR/5H,,1.555556009
173,Schwapper Deko,Schwapper,Deko,1.293169736
174,Sagitron-Klecks-Splatling,Sagitron-,Klecks-Splatling,0.8463783672
175,Sprenkler Fresco,Sprenkler,Fresco,1.425034115
176,Disperser Neo,Disperser,Neo,1.469369371
177,Fein-Disperser Neo,Fein-Disperser,Neo,0.9663805288
178,N-ZAP89,N-ZAP89,,1.608741868
179,.96 Gallon Deko,0.96,Gallon Deko,1.169473284
180,Platscher SE,Platscher SE,,1.096580709
181,Kontra-Blaster Neo,Kontra-,Blaster Neo,1.174554204
182,Turbo-Blaster Deko,Turbo-,Blaster Deko,1.083097666
183,L3 Tintenwerfer D,L3,Tintenwerfer D,0.9028361372
184,Medusa-Klecksroller,Medusa-,Klecksroller,1.147289666
185,Zekkori-Klecks-Konzentrator,Zekkori-Klecks-,Konzentrator,0.8839408831
186,Zekkori-Ziel-Konzentrator,Zekkori-Ziel-,Konzentrator,1.028669217
187,3R-Schwapper Fresco,3R-Schwapper,Fresco,0.9939781976
188,Tinten-tyrann,Tinten-,tyrann,1.857215404
189,Bluff-bomber,Bluff-,bomber,1.869894896
190,Kim & Körnchen,Kim &,Körnchen,1.438268655
191,Anne-Mona,Anne-Mona,,1.232002467
192,Jean-Qualle,Jean-Qualle,,1.167383724
193,Panko-Pit,Panko-Pit,,1.441011368
194,Siggi,Siggi,,2.765311597
195,Muränen-Meisterin Muri,Muränen-,Meisterin Muri,0.9208637137
196,Nahrungsketten-Spitze Mako,Nahrungsketten-,Spitze Mako,0.8034125966
197,Maxi-magischer Mantaro,Maxi-magischer,Mantaro,0.865939889
198,Zekkori,Zekkori,,1.842376271
