No.,Name,Title Line 1,Title Line 2,Title Scale
113,Щуччи,Щуччи,,2.215237734
114,Рыбок,Рыбок,,2.341610123
115,Панкасиус,Панкасиус,,1.338198515
116,Кальмар Кляр,Кальмар Кляр,,1.02343233
117,Сушаки Кусаки,Сушаки Кусаки,,0.889481751
118,Суси-Весла,Суси-Весла,,1.197266932
119,Грильяни,Грильяни,,1.611180187
120,Осьмолет,Осьмогад,,1.536351834
121,Осьмогад-защитник,Осьмогад-,защитник,1.416025739
122,Двущупый осьмогад,Двущупый,осьмогад,1.338798262
123,Осьмопрыг,Осьмопрыг,,1.39139766
124,Бомбоног,Осьмолет,,1.509434723
125,Осьмобомб,Осьмобомб,,1.352978577
126,Осьмобол,Осьмобол,,1.502492081
127,Бомбоног,Бомбоног,,1.600000747
128,Бомбоног,Бомбоног-,гигант,1.469920315
129,Осьмовжик,Осьмовжик,,1.328898492
130,Осьмоснайпер,Осьмоснайпер,,1.024100775
131,Осьмоновец,Осьмоновец,,1.241833204
132,Роборпеда,Роборпеда,,1.303273244
133,Бомбоног,Осьможабль,,1.19928156
134,Рыбочист,Рыбочист,,1.51118042
135,Осьмоштамп,Осьмоштамп,,1.18945633
136,Осьмоштамп-меломан,Осьмоштамп-,меломан,1.116034673
137,Роболей,Роболей,,1.678307466
138,Осьмолет,Осьмобол,,1.502492081
139,DJ Октавио,Осьмолинг,,1.404106396
140,DJ Октавио,DJ Октавио,,1.239477232
141,Cкороварвар,Cкороварвар,,1.129866509
142,Cковорейдер,Cковорейдер,,1.08438977
143,Умыкумжа,Умыкумжа,,1.396260549
144,Дядя Семг,Дядя Семг,,1.34416368
145,Громыхариус,Громыхариус,,1.099444742
146,Кетанкист,Кетанкист,,1.367611505
147,Котельный Сиг,Котельный Сиг,,0.9819489478
148,Жуй-Горбуш,Жуй-Горбуш,,1.156300022
149,Метеоголец,Метеоголец,,1.16836235
150,Неркетчик,Неркетчик,,1.341404084
151,Бурмонид,Бурмонид,,1.483163537
152,Хулахлюп,Хулахлюп,,1.416953441
153,Мокрышка,Мокрышка,,1.354995314
154,Ядровик,Ядровик,,1.700144247
155,Великий Сам О'Нид,Великий,Сам О'Нид,1.387212189
156,Жаровнер,Жаровнер,,1.487384362
157,Нерестилище,Нерестилище,,1.051661298
158,Илистый ревун,Илистый,ревун,1.670440525
159,Вольторыб,Вольторыб,,1.340028312
160,Бой за башню,Бой за башню,,1.051009207
161,Мегакарп,Мегакарп,,1.484567948
162,Круть-устрица,Круть-устрица,,0.958889947
163,Каплестрел-У 2.0,Каплестрел-У 2.0,,0.7894475082
164,Аэроспрей ДЕЛЮКС,Аэроспрей,ДЕЛЮКС,1.32530437
165,Каплестрел «Щуччи»,Каплестрел,«Щуччи»,1.197267019
166,Каплестрел ПРО «Блиц»,Каплестрел,ПРО «Блиц»,1.159549387
167,Каплестрел НОВА,Каплестрел НОВА,,0.7879895609
168,Лунобластер «Нео»,Лунобластер,«Нео»,1.072522178
169,Валик ЛАЙТ «Деко»,Валик ЛАЙТ,«Деко»,1.116928915
170,Макси-валик,Макси-валик,,1.094380209
171,Кисть «НуВо»,Кисть «НуВо»,,0.9885888331
172,Патрондаш 5Т,Патрондаш 5Т,,0.9606080709
173,Ведроган «Деко»,Ведроган «Деко»,,0.7987472253
174,Брызгомет-М «Шпротус»,Брызгомет-М,«Шпротус»,1.117466225
175,Импрессиометы «НуВо»,Импрессиометы,«НуВо»,0.9143793942
176,Плюхотрон «Нео»,Плюхотрон «Нео»,,0.7951019581
177,Плюхомет «Нео»,Плюхомет «Нео»,,0.8410441678
178,N-ZAP 89,N-ZAP 89,,1.471471979
179,Струевик .96 «Деко»,Струевик .96,«Деко»,1.060965342
180,Плескарь «Понт»,Плескарь «Понт»,,0.8076337245
181,Контрабластер «Нео»,Контрабластер,«Нео»,0.9483348311
182,Бластермат «Деко»,Бластермат,«Деко»,1.228215064
183,Каплетрон-компакт 2.0,Каплетрон-,компакт 2.0,1.192418734
184,Сплат-валик «Кра-Кен»,Сплат-валик,«Кра-Кен»,1.128890512
185,Сплатган «ЙожкоТюр»,Сплатган,«ЙожкоТюр»,1.104342404
186,Снайпокрас «ЙожкоТюр»,Снайпокрас,«ЙожкоТюр»,1.104342404
187,Ведроган 3 в 1 «НуВо»,Ведроган 3 в 1,«НуВо»,0.9605786629
188,Тираннокракен,Тираннокракен,,0.9395835851
189,Суперпрыжатор,Суперпрыжатор,,0.8932313357
190,Дот и Дзот,Дот,и Дзот,2.075859611
191,Аня Мон,Аня Мон,,1.653878079
192,Франтонио,Франтонио,,1.362146233
193,Хектор,Хектор,,1.949401074
194,Шипаня,Шипаня,,1.952799747
195,Мурена-горгона (Мурия),Мурена-горгона,(Мурия),0.8903277394
196,Сверххищница хитовых топов (Кулла),Сверххищница,хитовых топов (Кулла),0.5960563815
197,Атака суперманты (Биг Ман),Атака суперманты,(Биг Ман),0.7701379344
198,ЙожкоТюр,ЙожкоТюр,,1.395763311
