No.,Name,Title Line 1,Title Line 2,Title Scale
163,Rociador básico adaptado,Rociador básico,adaptado,0.8746708045
164,Aerógrafo GN,Aerógrafo GN,,1.008944431
165,Rociador Tentáctica,Rociador,Tentáctica,1.243408708
166,Rociador Forima,Rociador,Forima,1.596091612
167,Rociador espacial,Rociador,espacial,1.596091612
168,Lanzamotas Nova neo,Lanzamotas,Nova neo,1.184603626
169,Rodillo de carbono chic,Rodillo de,carbono chic,1.064277831
170,Rodillo mágnum,Rodillo,mágnum,1.639910452
171,Pincel maestro,Pincel,maestro,1.68733753
172,Cargaminas 5H,Cargaminas 5H,,0.9207149935
173,Derramatic chic,Derramatic,chic,1.23908547
174,Garabateador Tintaz,Garabateador,Tintaz,1.010504968
175,Atomizador dual maestro,Atomizador,dual maestro,1.039995112
176,Marcador grueso neo,Marcador,grueso neo,1.229563147
177,Plumón neo,Plumón neo,,1.18103452
178,N-ZAP 89,N-ZAP 89,,1.471471979
179,Salpicadora 3000 chic,Salpicadora,3000 chic,1.19880019
180,Megasoplador adaptado,Megasoplador,adaptado,1.000830086
181,Hiperlanzamotas neo,Hiperlanzamotas,neo,0.8338322808
182,Turbolanzamotas chic,Turbolanzamotas,chic,0.8048974144
183,Manguera ligera D,Manguera,ligera D,1.385648991
184,Rodillo básico Meddux,Rodillo básico,Meddux,1.002205462
185,Cargatintas ZyS,Cargatintas,ZyS,1.153302
186,Telecargatintas ZyS,Telecargatintas,ZyS,0.8569831963
187,Derramatic triple maestro,Derramatic,triple maestro,0.9468889441
188,Calamar imperial,Calamar imperial,,0.8078314976
189,Multiseñuelos,Multiseñuelos,,0.9812115119
190,Jairito y Jairín,Jairito y Jairín,,0.8815926765
191,Némona,Némona,,1.734609536
192,M. Duso,M. Duso,,1.772002245
193,Friderico,Friderico,,1.557835802
194,Eri,Eri,,5.333790859
195,Anguilas sin piedad: Angie,Anguilas sin,piedad: Angie,1.009123084
196,Depredación pura: Megan,Depredación,pura: Megan,1.108774089
197,Criatura sin igual: Rayan,Criatura sin,igual: Rayan,1.120560812
198,ZyS,ZyS,,3.680968525
