No.,Name,Title Line 1,Title Line 2,Title Scale
84,Rinfrigorente,Rinfrigorente,,1.010032999
85,Armand,Armand,,1.796620477
86,Nautimo,Nautimo,,1.642444244
87,Meddy,Meddy,,2.055517802
88,Granluca,Granluca,,1.550633571
89,Monia,Monia,,2.311236144
90,Gran bolla scudo,Echino,,2.139300866
91,Ursus,Ursus,,2.495127739
92,Dora,Dora,,3.077527978
93,Salmonello,Salmonello,,1.286670222
94,Seppia,Seppia,,2.11392073
95,Capitana,Capitana,,1.537255362
96,Stella,Stella,,2.369476134
97,Marina,Marina,,1.988460564
98,Pinnuccia,Pinnuccia,,1.416025617
99,Morena,Morena,,1.857490266
100,Mantaleo,Mantaleo,,1.473684559
101,Giudigatto,Giudigatto,,1.282670579
102,Salmonello,Giudigattino,,1.088813708
103,CalamaX,CalamaX,,1.58917642
104,Totanic,Totanic,,1.809631553
105,Cnidarya,Cnidarya,,1.545132663
106,Rockenburg,Rockenburg,,1.17925785
107,Ezko,Ezko,,3.230991983
108,Fortia,Fortia,,2.317641929
109,Torryd,Torryd,,2.012450179
110,Capasaint,Capasaint,,1.378916686
111,Chimmon,Chimmon,,1.523402906
112,Maremont,Maremont,,1.354995203
113,Arome,Arome,,2.175889792
114,Sepia,Sepia,,2.586499574
115,Annak,Annak,,2.176493517
116,Imperial,Imperial,,1.703238017
117,Nero Marlin,Nero Marlin,,1.167557562
118,BaraS,BaraS,,2.488001483
119,Car-bon,Car-bon,,1.768006094
120,Polpottero,Polpastro,,1.456809647
121,Polpastro blindato,Polpastro,blindato,1.456809647
122,Bipolpastro,Bipolpastro,,1.225024442
123,Saltapolpastro,Saltapolpastro,,0.9446071621
124,Octopod,Polpottero,,1.297959969
125,Polpottero bombardiere,Polpottero,bombardiere,1.109087772
126,Strobopolpottero,Strobopolpottero,,0.8043502352
127,Octopod,Octopod,,1.704579865
128,Octopod,Octopod,gigante,1.704579865
129,Polpattinatore,Polpattinatore,,0.934808282
130,Polpotiratore,Polpotiratore,,1.037157544
131,Polpartigliere,Polpartigliere,,1.000415257
132,Octomissile,Octomissile,,1.199350409
133,Octopod,Zeppolpin,,1.429972452
134,Scolorator,Scolorator,,1.33373079
135,Timbranator,Timbranator,,1.109244755
136,Timbranator potenziato,Timbranator,potenziato,1.109244755
137,Verniciatore,Verniciatore,,1.106797948
138,Polpottero,Polpalla,,1.767358982
139,DJ Octavius,Octoling,,1.637427516
140,DJ Octavius,DJ Octavius,,1.155171271
141,Spadello,Spadello,,1.660314222
142,Pinna Pingue,Pinna,Pingue,2.007811556
143,Razziatore,Razziatore,,1.319810426
144,Bomber,Bomber,,1.867222803
145,Anguilmone,Anguilmone,,1.170280633
146,Blindomito,Blindomito,,1.299896784
147,Pentolaio,Pentolaio,,1.458164312
148,Boccalone,Boccalone,,1.37215901
149,Piovasco,Piovasco,,1.611180345
150,Salmodrone,Salmodrone,,1.200567019
151,Trivellaccio,Trivellaccio,,1.186351596
152,Tuffone,Tuffone,,1.734369652
153,Coperchiotto,Coperchiotto,,1.054685237
154,Cannoniere,Cannoniere,,1.215080369
155,Pinne d'oro,Pinne d'oro,,1.225024351
156,Grill,Grill,,3.263779616
157,Astronave madre,Astronave,madre,1.357899652
158,Fangonoide,Fangonoide,,1.212824632
159,Pescescossa,Pescescossa,,1.117944225
160,Torre mobile,Torre mobile,,1.079072814
161,Bazookarp,Bazookarp,,1.376012357
162,Super vongola,Super vongola,,0.9665740292
163,Sparacolore logo,Sparacolore,logo,1.179324757
164,Aerografo élite,Aerografo,élite,1.37577091
165,Splasher logo,Splasher,logo,1.621175335
166,Splasher élite logo,Splasher,élite logo,1.411786418
167,Splasher Nova,Splasher Nova,,0.9808433847
168,Blaster lunar Neo,Blaster,lunar Neo,1.40687781
169,Rullo di carbonio DX,Rullo di,carbonio DX,1.130844349
170,Ampiorullo,Ampiorullo,,1.290907391
171,Calamaravaggio master,Calamaravaggio,master,0.8735622585
172,Lapis cecchino 5H,Lapis cecchino 5H,,0.7679784285
173,Secchiostro DX,Secchiostro,DX,1.173675094
174,Mini splatling logo,Mini splatling,logo,0.9911822493
175,Ripolpella duplo master,Ripolpella,duplo master,1.039581367
176,Marker Neo,Marker Neo,,1.185499105
177,Marker d'assalto Neo,Marker,d'assalto Neo,1.020418502
178,N-ZAP89,N-ZAP89,,1.608741868
179,Calibro 3000 DX,Calibro,3000 DX,1.610063448
180,Sweeper CM,Sweeper CM,,1.138005289
181,Blaster da mischia Neo,Blaster da,mischia Neo,1.133624204
182,Blaster rapido DX,Blaster,rapido DX,1.413982546
183,Triplete compatto D,Triplete,compatto D,1.188914978
184,Rullo splat logo,Rullo splat,logo,1.285694365
185,Splatter a carica logo,Splatter a,carica logo,1.22655765
186,Splatter con mirino logo,Splatter con,mirino logo,1.093979353
187,Secchiostro triplo master,Secchiostro,triplo master,1.027237307
188,Kraken reale,Kraken,reale,1.961594323
189,Diversivo esplosivo,Diversivo,esplosivo,1.521260008
190,Army e Andy,Army,e Andy,1.912312374
191,Anemonica,Anemonica,,1.261337781
192,Meduso,Meduso,,1.82251442
193,Tempurio,Tempurio,,1.47230105
194,Richie,Richie,,2.249803768
195,Morena: allarme murene,Morena:,allarme murene,0.8730759331
196,Pinnuccia: preda il predatore,Pinnuccia: preda,il predatore,0.8252634893
197,Mantaleo: la manta tempestosa,Mantaleo: la,manta tempestosa,0.7298456862
198,E+T,E+T,,3.898801686
