No.,Name,Title Line 1,Title Line 2,Title Scale
102,Salmioche,Mini,Charbitre,1.426330426
103,Kalamarus Rex,Kalamarus,Rex,1.311338872
104,Leviathus,Leviathus,,1.43863185
105,Krakers,Krakers,,1.792256677
106,Iormungand,Iormungand,,1.16923335
107,Ezko,Ezko,,3.230991983
108,Focus,Focus,,2.46066983
109,Friture,Friture,,1.971645923
110,Jack,Jack,,2.881823707
111,Gédéon,Gédéon,,1.848294058
112,Abysma,Abysma,,1.800333694
113,OculR,OculR,,2.471530188
114,Cubic,Cubic,,2.493540306
115,Aroz,Aroz,,3.119158065
116,DUX,DUX,,3.385330835
117,Thony K,Thony K,,1.616703737
118,Alpaj,Alpaj,,2.757530644
119,Apex,Apex,,2.739822889
120,Tentavole,Tentassin,,1.390163805
121,Tentassin blindé,Tentassin,blindé,1.390163805
122,Tentassin féroce,Tentassin,féroce,1.390163805
123,Tentasaute,Tentasaute,,1.183887978
124,Podo-missile,Tentavole,,1.388194629
125,Tentavole lourd,Tentavole,lourd,1.388194629
126,Tentadisco,Tentadisco,,1.240457628
127,Podo-missile,Podo-missile,,1.114983054
128,Podo-missile,Podo-missile,géant,1.114983054
129,Poulpe mouillé,Poulpe,mouillé,1.899053143
130,Tentatourelle,Tentatourelle,,0.9920130363
131,Tentamiral,Tentamiral,,1.2537486
132,Tentamissile,Tentamissile,,1.072283868
133,Podo-missile,Tentazep,,1.481202059
134,Mécabuvard,Mécabuvard,,1.137344899
135,Tentapon,Tentapon,,1.447295855
136,Tentapon de choc,Tentapon,de choc,1.447295855
137,Pulvérisateur,Pulvérisateur,,1.00318336
138,Tentavole,Tentastrike,,1.158927886
139,DJ Octave,Octaling,,1.63095545
140,DJ Octave,DJ Octave,,1.360255576
141,Salmoche,Salmoche,,1.464599898
142,Sumoche,Sumoche,,1.561947946
143,Barboteur,Barboteur,,1.382076648
144,Tête-de-pneu,Tête-de-pneu,,1.019970384
145,Carnacier,Carnacier,,1.411691141
146,Bricabrute,Bricabrute,,1.289209098
147,Marmirador,Marmirador,,1.195076877
148,Gobb,Gobb,,2.798501436
149,Crachin,Crachin,,1.804633164
150,Aéro Ben,Aéro Ben,,1.511471461
151,Pylônoïde,Pylônoïde,,1.387703235
152,Ploufion,Ploufion,,1.674856229
153,Couverclard,Couverclard,,1.156875889
154,Gros boulet,Gros boulet,,1.175963692
155,Dorax,Dorax,,2.403342072
156,Barbeurk,Barbeurk,,1.521444278
157,Vaisseau mère,Vaisseau,mère,1.561753587
158,Salmonoïde de boue,Salmonoïde,de boue,1.211700125
159,Poisson-charge,Poisson-,charge,1.666312967
160,Expédition risquée,Expédition,risquée,1.295386441
161,Mission Bazookarpe,Mission,Bazookarpe,1.230914561
162,Super palourde,Super,palourde,1.596742014
163,Liquidateur Sr.,Liquidateur Sr.,,0.9320715713
164,Aérogun premium,Aérogun,premium,1.598573455
165,Liquidateur griffé,Liquidateur,griffé,1.211021747
166,Liquidateur pro griffé,Liquidateur,pro griffé,1.211021747
167,Lanceur spatial,Lanceur,spatial,1.754160954
168,Proxiblaster Néo,Proxiblaster,Néo,1.115300261
169,Rouleau carbone chic,Rouleau,carbone chic,1.060965273
170,Rouleau large,Rouleau,large,1.742851978
171,Épinceau nuancé,Épinceau,nuancé,1.568314238
172,Crayon X - 5H,Crayon X - 5H,,0.9823180816
173,Seauceur chic,Seauceur,chic,1.491345423
174,Badigeonneur XS griffé,Badigeonneur,XS griffé,1.006612581
175,Double mouche-teur nuancé,Double mouche-,teur nuancé,0.86460285
176,Marqueur lourd Néo,Marqueur,lourd Néo,1.421159157
177,Marqueur léger Néo,Marqueur,léger Néo,1.397847439
178,N-ZAP 89,N-ZAP 89,,1.471471979
179,Calibre 3000 chic,Calibre 3000 chic,,0.772594938
180,Nettoyeur XL modifié,Nettoyeur XL,modifié,1.022764694
181,Rafablaster Néo,Rafablaster,Néo,1.179679552
182,Turboblaster chic,Turboblaster,chic,1.060534678
183,Arroseur léger Cétacé,Arroseur,léger Cétacé,1.04442846
184,Rouleau griffé,Rouleau,griffé,1.742851978
185,Concentraceur E+F,Concentraceur,E+F,0.9293368646
186,Concentraceur zoom E+F,Concentraceur,zoom E+F,0.9293368646
187,Dépoteur nuancé,Dépoteur,nuancé,1.499044382
188,Kraken royal,Kraken royal,,1.07684955
189,Multi-leurres,Multi-leurres,,1.046013733
190,Limu & Lumi,Limu &,Lumi,2.034911229
191,Anne,Anne,,2.702051342
192,G. Latineux,G. Latineux,,1.204324762
193,Fridéric,Fridéric,,1.780604954
194,Kipik,Kipik,,2.711748309
195,"Angie, l'anguille de l'angoisse","Angie, l'anguille",de l'angoisse,0.8413262293
196,"Pasquale, le génie du squale","Pasquale, le génie",du squale,0.7456549913
197,"Raimi, la tempête de Méga Raimi","Raimi, la tempête",de Méga Raimi,0.7667766012
198,E+F,E+F,,4.208549726
